account_id,account_age_days,kyc_status,account_type,is_mule
ACCA102A7A63E,2806,FULL,SAVINGS,False
ACCB8752B2EEA,2859,FULL,WALLET,False
ACCE7AAF2C73C,2678,FULL,CURRENT,False
ACC120C6052DB,1064,FULL,SAVINGS,False
ACCCB18CE9A25,1913,FULL,SAVINGS,False
ACC7A7F919560,994,FULL,WALLET,False
ACC3E1104211C,2542,FULL,CURRENT,False
ACC8B66357DAB,2098,FULL,WALLET,False
ACCA5FD589EF9,967,FULL,SAVINGS,False
ACCB8F89514DD,2518,FULL,SAVINGS,False
ACCC5A1DCBCF2,1164,FULL,SAVINGS,False
ACCAB49866541,2657,MINIMAL,SAVINGS,False
ACC671D1676B9,2539,FULL,SAVINGS,False
ACCFAE08093CB,137,FULL,SAVINGS,False
ACC8F9A763A6A,859,FULL,SAVINGS,False
ACC6FDAE8D0A6,856,FULL,SAVINGS,False
ACCFBBE2A2C98,1888,FULL,CURRENT,False
ACC9F245AC3DF,393,FULL,SAVINGS,False
ACC7A74B4F046,625,FULL,SAVINGS,False
ACCB74746EA25,2596,FULL,SAVINGS,False
ACC4BB5B2A713,906,FULL,WALLET,False
ACCC5D35EFD5C,1352,FULL,SAVINGS,False
ACC1C08FA2615,1155,FULL,SAVINGS,False
ACC9DD5A4C618,1555,FULL,SAVINGS,False
ACC8B7ECABEA6,222,FULL,SAVINGS,False
ACC337B31A01E,1325,FULL,WALLET,False
ACC6B1BEFAC97,2151,FULL,SAVINGS,False
ACC943A8D6D3A,328,FULL,SAVINGS,False
ACC9C7663F16F,1995,FULL,CURRENT,False
ACCE3F586E679,2520,FULL,SAVINGS,False
ACC560217BC70,493,FULL,SAVINGS,False
ACC0829290DE0,2543,FULL,SAVINGS,False
ACCFF11E39CDD,2305,FULL,SAVINGS,False
ACCAC7C639E00,1055,MINIMAL,CURRENT,False
ACC59963CD183,412,FULL,CURRENT,False
ACC0F42F822DB,1241,FULL,CURRENT,False
ACCDFDEBC3D67,1279,FULL,SAVINGS,False
ACC25A1BF7D94,912,FULL,WALLET,False
ACC1121419F0A,963,FULL,SAVINGS,False
ACCC4DE526A7B,2742,FULL,SAVINGS,False
ACCFF11ACC664,676,FULL,WALLET,False
ACC74D0FFF508,2754,FULL,CURRENT,False
ACCA885B8A787,298,MINIMAL,SAVINGS,False
ACCA121911DB8,575,FULL,SAVINGS,False
ACCB9FDC63072,1927,FULL,SAVINGS,False
ACCA2E084FB4D,1684,FULL,SAVINGS,False
ACC9658F1D5BB,2300,FULL,WALLET,False
ACC62078EB6B2,2169,FULL,SAVINGS,False
ACC0581797329,1132,FULL,SAVINGS,False
ACCA74C926F10,2377,FULL,CURRENT,False
ACCBCB5CA51AB,1361,FULL,SAVINGS,False
ACCB352BE6C0B,1145,FULL,SAVINGS,False
ACC712D8433EE,2605,FULL,SAVINGS,False
ACC1CC82E05AF,1043,FULL,CURRENT,False
ACCB3C3405CAD,1081,FULL,SAVINGS,False
ACC660B0A6CDE,666,FULL,SAVINGS,False
ACCAEBEFA62E3,2207,FULL,SAVINGS,False
ACC3D34B58858,1342,MINIMAL,SAVINGS,False
ACCC743C34845,1222,FULL,SAVINGS,False
ACC8B23FA664C,610,FULL,CURRENT,False
ACCAE467D3AC4,2134,FULL,WALLET,False
ACCE4722DB6F8,271,FULL,SAVINGS,False
ACCB7A995AF37,1802,FULL,CURRENT,False
ACCC8E4783648,2427,FULL,WALLET,False
ACCEF8C2205FA,1883,FULL,CURRENT,False
ACC4AD8792FC0,431,MINIMAL,SAVINGS,False
ACC9FB6DB7380,458,FULL,SAVINGS,False
ACCCECCA5E3DC,2407,FULL,SAVINGS,False
ACCCF7B5B193A,898,FULL,SAVINGS,False
ACCBEFFE84D0B,2181,FULL,SAVINGS,False
ACC1EAD3B4B13,1754,FULL,CURRENT,False
ACC80A8C2E2A5,1079,FULL,SAVINGS,False
ACC261B1936EC,254,FULL,SAVINGS,False
ACCB2263079ED,1174,FULL,SAVINGS,False
ACCEF36315E7D,335,FULL,CURRENT,False
ACC51AAD28DD7,2060,FULL,SAVINGS,False
ACCBEF9EDC359,41,FULL,SAVINGS,False
ACC0F888817E6,337,FULL,SAVINGS,False
ACCEB33837EBA,565,MINIMAL,SAVINGS,False
ACC6BDF22AF02,1241,FULL,CURRENT,False
ACC6FB0B997FA,2983,FULL,CURRENT,False
ACC081E7B241D,1052,FULL,SAVINGS,False
ACC2644315EAC,398,FULL,SAVINGS,False
ACC5801561FA4,1264,FULL,SAVINGS,False
ACCC72F20AA25,993,MINIMAL,SAVINGS,False
ACCAC56FBBEC7,1742,FULL,WALLET,False
ACC566A1F7C5F,2548,FULL,CURRENT,False
ACC5177C9CF22,1210,FULL,CURRENT,False
ACC190F7A913B,2104,MINIMAL,WALLET,False
ACC040942E44A,46,FULL,SAVINGS,False
ACC406465AF34,2049,FULL,SAVINGS,False
ACCD5E889782B,2654,FULL,SAVINGS,False
ACC6313BAC68F,1273,FULL,SAVINGS,False
ACCB749BD9D72,700,FULL,CURRENT,False
ACC318275756F,341,FULL,SAVINGS,False
ACC9B8CF98F9D,842,FULL,WALLET,False
ACC6CE8A8E0CB,736,FULL,CURRENT,False
ACCD2CF8518CF,2362,FULL,SAVINGS,False
ACC201FC9D681,2923,FULL,SAVINGS,False
ACCBC015637DE,1669,FULL,SAVINGS,False
ACC88275C3A98,1019,FULL,CURRENT,False
ACC5ED15FD82A,499,FULL,SAVINGS,False
ACC1CF69F18D5,1509,FULL,SAVINGS,False
ACCD78FFEF0E6,564,MINIMAL,CURRENT,False
ACC8578D4DEFE,2492,FULL,SAVINGS,False
ACCC90D3CD9B0,2711,MINIMAL,SAVINGS,False
ACCE34935AE53,315,MINIMAL,SAVINGS,False
ACCFDCE8180CB,1545,FULL,SAVINGS,False
ACC6F72DAE912,481,MINIMAL,SAVINGS,False
ACCE418B327FB,246,FULL,CURRENT,False
ACC2C69F79934,1537,FULL,CURRENT,False
ACC88B59443D9,1138,FULL,SAVINGS,False
ACCB52556BB8A,356,FULL,SAVINGS,False
ACCE97210FA0F,2097,FULL,SAVINGS,False
ACCDB1F0C53FD,157,FULL,WALLET,False
ACC5DA2767339,2756,FULL,SAVINGS,False
ACC47069D808F,2136,FULL,CURRENT,False
ACC6C555A1EEF,1878,FULL,SAVINGS,False
ACCF27F8457DA,2340,FULL,SAVINGS,False
ACC0BA3C309B5,2945,FULL,SAVINGS,False
ACC9DDE2D5B7C,2620,FULL,CURRENT,False
ACC23E116203A,658,FULL,SAVINGS,False
ACC1CAE9741AF,346,FULL,SAVINGS,False
ACC164380F01A,1228,MINIMAL,SAVINGS,False
ACC58C0A03A9D,2283,FULL,CURRENT,False
ACCF7C95F875F,289,MINIMAL,SAVINGS,False
ACCF412A8E3BE,2894,FULL,SAVINGS,False
ACC4CE01FD2FC,1179,FULL,SAVINGS,False
ACCE8C4079AA3,1906,MINIMAL,SAVINGS,False
ACCBACE5D285C,1242,FULL,SAVINGS,False
ACCCD20037627,2650,FULL,SAVINGS,False
ACCA74D4C4D11,1660,FULL,CURRENT,False
ACC229DEFAC65,2973,FULL,SAVINGS,False
ACC835CCC93AF,293,FULL,WALLET,False
ACC00EAB8FF5D,2179,FULL,SAVINGS,False
ACCD75FC470C7,791,FULL,CURRENT,False
ACC6B303674E4,1453,FULL,WALLET,False
ACC26B9F4F3E2,197,FULL,SAVINGS,False
ACCFFE24EB3DB,1406,MINIMAL,SAVINGS,False
ACCF9CFC16F1E,2056,FULL,SAVINGS,False
ACC4968E81207,1130,FULL,SAVINGS,False
ACC386F519ED8,1707,FULL,SAVINGS,False
ACC3CE9069E8D,2332,FULL,SAVINGS,False
ACC46AAE0047F,1413,FULL,WALLET,False
ACCD0C7635087,1743,MINIMAL,SAVINGS,False
ACCE084B3D4FE,2822,FULL,WALLET,False
ACC519766BEBB,2078,FULL,SAVINGS,False
ACC1DC2125432,547,MINIMAL,SAVINGS,False
ACC05E1C8A6C3,2669,FULL,SAVINGS,False
ACCFD3DD12212,2828,FULL,SAVINGS,False
ACCE8A3B14557,1338,FULL,CURRENT,False
ACC46165E6338,1247,FULL,SAVINGS,False
ACC3B1023748D,2590,FULL,SAVINGS,False
ACC4A3409EA51,1505,FULL,CURRENT,False
ACCEEF52C5538,609,FULL,SAVINGS,False
ACC8B29D6A15A,2123,FULL,SAVINGS,False
ACC66CFAAF8EB,2271,FULL,CURRENT,False
ACC0B618343E7,2082,FULL,SAVINGS,False
ACC24CA3D96FB,2676,FULL,CURRENT,False
ACCD42E297B97,1051,FULL,SAVINGS,False
ACC57EB27FED4,2805,FULL,WALLET,False
ACC61D01B69CF,232,FULL,SAVINGS,False
ACC3A92137DF4,475,FULL,SAVINGS,False
ACC1FEE50DF78,1200,FULL,SAVINGS,False
ACC336FFBCC45,605,FULL,SAVINGS,False
ACCD01D48111C,2360,FULL,WALLET,False
ACCFBE2D331EA,2652,FULL,WALLET,False
ACC1127A6C57C,2120,FULL,WALLET,False
ACCABD02DF7EE,754,MINIMAL,SAVINGS,False
ACC8C61534BC0,361,FULL,SAVINGS,False
ACC5F1D87EB67,145,FULL,CURRENT,False
ACCFBE53403F9,2103,FULL,SAVINGS,False
ACCCEFC293FA4,1221,FULL,SAVINGS,False
ACCDC9AF3258B,2743,FULL,SAVINGS,False
ACCE10240795F,1871,FULL,CURRENT,False
ACC6140CD3D4E,567,FULL,SAVINGS,False
ACC836BDA17F9,637,FULL,SAVINGS,False
ACCCAC1C30527,1529,FULL,SAVINGS,False
ACCC1EF2DD313,220,FULL,SAVINGS,False
ACC7356181DCC,879,FULL,SAVINGS,False
ACCEA4F39E702,957,FULL,CURRENT,False
ACCD2D31BE162,1688,FULL,SAVINGS,False
ACC9E175D8335,1381,FULL,SAVINGS,False
ACC748DDF355B,1358,FULL,WALLET,False
ACC6D28CAE1B5,2600,FULL,WALLET,False
ACCD68EB63834,2105,FULL,SAVINGS,False
ACCC397A7AACF,1090,FULL,SAVINGS,False
ACCF897D57FA4,1155,MINIMAL,SAVINGS,False
ACCC54B82E1FF,654,FULL,SAVINGS,False
ACCEA9C646E3C,1567,FULL,SAVINGS,False
ACC2209782D26,503,FULL,SAVINGS,False
ACC83FE6A09E9,1440,FULL,WALLET,False
ACC9058D2B020,927,FULL,SAVINGS,False
ACCEE1455B6F0,1502,FULL,SAVINGS,False
ACCBB447BF3BE,2221,MINIMAL,SAVINGS,False
ACC9F422E9759,2868,FULL,SAVINGS,False
ACC059E888E3A,1840,FULL,SAVINGS,False
ACC937913C304,902,FULL,SAVINGS,False
ACC451E0692DB,2256,FULL,CURRENT,False
ACCD9D3462BA3,1852,FULL,SAVINGS,False
ACC11D9D9DFB6,121,FULL,SAVINGS,False
ACC98C8A59BC4,396,FULL,CURRENT,False
ACC5B3564C291,105,FULL,SAVINGS,False
ACC56F431C84A,334,FULL,SAVINGS,False
ACCFE62935F13,1721,FULL,SAVINGS,False
ACC6AD62FEC53,1829,FULL,SAVINGS,False
ACCD6C1AB668F,2073,FULL,SAVINGS,False
ACC01078CD5D6,618,FULL,CURRENT,False
ACCBB209A0D0C,2525,FULL,SAVINGS,False
ACCBBD141BB13,1139,MINIMAL,SAVINGS,False
ACC76A3171E75,2613,FULL,SAVINGS,False
ACC0D2230A916,2145,FULL,WALLET,False
ACCF744967EF6,1487,FULL,WALLET,False
ACCE327AD0227,712,FULL,CURRENT,False
ACC5D056C8C80,2840,FULL,WALLET,False
ACCB41A123FD0,1403,FULL,SAVINGS,False
ACC5DBA51C9F6,520,MINIMAL,SAVINGS,False
ACC0730FA3208,1254,FULL,SAVINGS,False
ACC39BEFECD13,2231,MINIMAL,CURRENT,False
ACC149B345909,1374,FULL,CURRENT,False
ACCA0F1496EA3,635,MINIMAL,SAVINGS,False
ACC23ADC1F66C,663,FULL,SAVINGS,False
ACC4C84339E7E,2220,FULL,CURRENT,False
ACC10CD465369,1562,FULL,SAVINGS,False
ACCF79CEB1B90,2097,FULL,SAVINGS,False
ACC5DDE1AD8EC,2688,FULL,CURRENT,False
ACC0FD4B60FEB,1156,FULL,CURRENT,False
ACCA6A5F83EC9,1460,FULL,WALLET,False
ACC14A034C9EC,2934,FULL,CURRENT,False
ACC7A23990F4F,205,FULL,SAVINGS,False
ACC4E0AEB51D1,115,FULL,CURRENT,False
ACCD242EE591F,884,FULL,CURRENT,False
ACC740C44D170,970,FULL,SAVINGS,False
ACCDE37569AFC,2730,FULL,SAVINGS,False
ACC1014E068E1,1755,FULL,SAVINGS,False
ACC819FD88A89,944,FULL,SAVINGS,False
ACC2A8F8ED1B9,1851,FULL,SAVINGS,False
ACC024992EE99,2236,FULL,SAVINGS,False
ACCA3B8282C25,133,FULL,WALLET,False
ACC4F45E856F4,1120,FULL,CURRENT,False
ACCB6FF937660,127,MINIMAL,SAVINGS,False
ACCB2B1839BEA,67,FULL,WALLET,False
ACCBC591548BD,2989,FULL,CURRENT,False
ACCF64B6D9EB7,1763,FULL,WALLET,False
ACC02E8D8F3C4,1673,FULL,SAVINGS,False
ACC918FD4E5E3,2240,FULL,SAVINGS,False
ACC02E625C8CF,1469,FULL,SAVINGS,False
ACC5CB02F2E74,2056,FULL,SAVINGS,False
ACCFB126B6F07,1561,FULL,SAVINGS,False
ACC1402B893B3,1405,FULL,SAVINGS,False
ACC938D50554E,1267,MINIMAL,CURRENT,False
ACC67A8F2CEA6,957,FULL,SAVINGS,False
ACC2D31BED087,925,FULL,SAVINGS,False
ACC68DCD67B56,2568,FULL,CURRENT,False
ACC3A0A78BBCD,2039,FULL,SAVINGS,False
ACC96755C5520,355,MINIMAL,CURRENT,False
ACC77CDEEB59E,345,FULL,SAVINGS,False
ACC6100771CAD,1767,FULL,SAVINGS,False
ACCA7255977D6,1465,FULL,SAVINGS,False
ACC4755609805,1991,MINIMAL,WALLET,False
ACCA611C23132,1505,FULL,SAVINGS,False
ACC4FEDD73A0A,646,FULL,SAVINGS,False
ACCFD7050BC45,52,MINIMAL,SAVINGS,False
ACCAA02B54F54,2172,FULL,WALLET,False
ACCCBC4726598,614,FULL,SAVINGS,False
ACCEDDFB88AD6,813,FULL,CURRENT,False
ACCD8A92FA28B,897,FULL,SAVINGS,False
ACC58A4E7A70E,1380,FULL,SAVINGS,False
ACC43740F82B2,318,FULL,CURRENT,False
ACC82057041B8,1184,FULL,CURRENT,False
ACC7228AF35CB,1385,FULL,WALLET,False
ACCEDE634E1A9,2152,FULL,SAVINGS,False
ACC928BFA8A24,2410,MINIMAL,SAVINGS,False
ACC6AF64D257E,169,MINIMAL,CURRENT,False
ACCD29BDF838C,1020,FULL,WALLET,False
ACC6863E79FA0,367,FULL,SAVINGS,False
ACC9EBA464937,2261,FULL,CURRENT,False
ACCF0ADFC6C92,1564,FULL,CURRENT,False
ACCC607A9787A,607,MINIMAL,SAVINGS,False
ACC6F432E0253,708,FULL,SAVINGS,False
ACCA6A216B028,1193,FULL,SAVINGS,False
ACCC7662FF824,2811,FULL,WALLET,False
ACC7C3F53A4A2,2788,FULL,CURRENT,False
ACC6F44E95FF7,2985,FULL,SAVINGS,False
ACC677C568411,2826,FULL,CURRENT,False
ACCFDC0ABD943,686,FULL,SAVINGS,False
ACC057B95D0D9,1131,FULL,SAVINGS,False
ACC03F8EE5B03,1255,FULL,SAVINGS,False
ACCF9A2F2801E,2406,FULL,SAVINGS,False
ACCC8513F45D4,2040,FULL,SAVINGS,False
ACCA054816907,915,FULL,SAVINGS,False
ACC938AA75F55,47,FULL,CURRENT,False
ACC3D86FA52AE,2921,FULL,WALLET,False
ACC0129E6982A,2767,FULL,SAVINGS,False
ACC1E47459AFE,257,FULL,SAVINGS,False
ACC633AA03ACE,1336,FULL,CURRENT,False
ACCCD1C8AC5B8,1984,MINIMAL,SAVINGS,False
ACC15E4E4AE4C,2922,FULL,SAVINGS,False
ACC3E23E2D4EF,2405,MINIMAL,SAVINGS,False
ACC855E25A160,559,FULL,SAVINGS,False
ACC3DC811DB66,1097,MINIMAL,SAVINGS,False
ACCE81665419B,794,MINIMAL,SAVINGS,False
ACCE3D0A358FC,708,FULL,CURRENT,False
ACC595692D9F0,1471,FULL,WALLET,False
ACC3F046D4CD7,1781,FULL,SAVINGS,False
ACCCD94278650,733,FULL,CURRENT,False
ACC7305329053,2504,FULL,SAVINGS,False
ACCB158475DFD,88,FULL,CURRENT,False
ACC3216585D3D,586,FULL,SAVINGS,False
ACC02739A6FA8,1997,FULL,SAVINGS,False
ACC2914BAE912,2995,FULL,SAVINGS,False
ACCEE43C4C5DB,1620,FULL,SAVINGS,False
ACCE724B4528F,2236,FULL,SAVINGS,False
ACCCA6D2C9535,2796,FULL,SAVINGS,False
ACC0BFB43FF5C,2889,MINIMAL,SAVINGS,False
ACCF0DB1A143C,2885,FULL,SAVINGS,False
ACC47CBCA91A5,350,FULL,SAVINGS,False
ACCE242E10725,313,FULL,SAVINGS,False
ACCA7E086ED5F,1814,FULL,WALLET,False
ACC167B7895DC,525,FULL,SAVINGS,False
ACCBCB3DFE9D2,937,MINIMAL,SAVINGS,False
ACC86A2B1F271,1594,FULL,SAVINGS,False
ACCE616C25EBE,2736,FULL,CURRENT,False
ACC12D80AF707,2615,MINIMAL,SAVINGS,False
ACCE454FE5B48,1521,FULL,SAVINGS,False
ACC9B00D28D92,1582,FULL,SAVINGS,False
ACC11DA9C9695,1404,FULL,SAVINGS,False
ACC0B1D057867,2429,FULL,SAVINGS,False
ACCD32AEF4285,2272,FULL,WALLET,False
ACCC097D41B3B,1043,FULL,SAVINGS,False
ACC12F99D6F1C,509,FULL,SAVINGS,False
ACC52FD800B59,1557,FULL,SAVINGS,False
ACCF88E345990,134,FULL,SAVINGS,False
ACCE7C49FD524,94,FULL,CURRENT,False
ACC33DDD6E27B,1672,FULL,CURRENT,False
ACCD02F9CC77B,1790,FULL,CURRENT,False
ACCC91755E3DD,1349,FULL,SAVINGS,False
ACC021DA8E548,1518,FULL,SAVINGS,False
ACCC2D681DF41,219,MINIMAL,SAVINGS,False
ACC4DA57A4534,139,FULL,SAVINGS,False
ACCED414E4B41,2518,MINIMAL,SAVINGS,False
ACCD8B88563E8,2437,FULL,SAVINGS,False
ACC0DED4A6C2D,1406,FULL,SAVINGS,False
ACC9CAC78EDBA,1867,FULL,SAVINGS,False
ACCF4EDD1A13B,2921,FULL,SAVINGS,False
ACCAAACB97BC1,2908,FULL,SAVINGS,False
ACCE5EB43CEE1,2553,MINIMAL,SAVINGS,False
ACC9A513346BE,825,FULL,CURRENT,False
ACC5DF77B6EEF,1037,FULL,SAVINGS,False
ACC90E866C4C6,2097,FULL,SAVINGS,False
ACC8660458154,1572,FULL,SAVINGS,False
ACC176D786768,2488,FULL,SAVINGS,False
ACCBB1453B44F,2063,FULL,SAVINGS,False
ACCE07A8E348E,1232,MINIMAL,SAVINGS,False
ACC7D1A31838C,449,FULL,SAVINGS,False
ACC1BF2F5ED77,1193,MINIMAL,SAVINGS,False
ACCC728573201,2753,MINIMAL,CURRENT,False
ACCFDFA3C68FE,2555,FULL,SAVINGS,False
ACCFEA96FFBA2,212,FULL,SAVINGS,False
ACC6DA3562C98,2914,MINIMAL,WALLET,False
ACC8C08522728,1631,FULL,SAVINGS,False
ACC98D3772C2E,1311,FULL,SAVINGS,False
ACC48953D8F95,2623,MINIMAL,SAVINGS,False
ACC2A2E77C5D9,469,FULL,SAVINGS,False
ACCAF8ADF0BA6,1805,FULL,CURRENT,False
ACC2C934166BE,422,FULL,SAVINGS,False
ACC23F709FADC,2771,FULL,SAVINGS,False
ACC92BBF6C6DB,2901,FULL,SAVINGS,False
ACC51028D8D42,2840,MINIMAL,SAVINGS,False
ACC5E61740E73,2820,FULL,SAVINGS,False
ACC272E840E1F,1369,FULL,SAVINGS,False
ACC9D589394AF,619,MINIMAL,SAVINGS,False
ACC8B88DF6E60,1409,FULL,CURRENT,False
ACC2A6B3EE518,369,FULL,SAVINGS,False
ACC6FED594122,716,FULL,SAVINGS,False
ACC1C25B6BFC4,2177,FULL,CURRENT,False
ACCD6CB8B206E,1526,MINIMAL,SAVINGS,False
ACC6426E1A6A2,1304,FULL,SAVINGS,False
ACCB9023A3167,2071,FULL,SAVINGS,False
ACC47D4B61F43,615,MINIMAL,CURRENT,False
ACCBAB9879251,1921,FULL,SAVINGS,False
ACC4789B2EA8B,2184,FULL,SAVINGS,False
ACC3B9E18E9B8,2987,FULL,WALLET,False
ACC1F838F02C5,221,FULL,SAVINGS,False
ACCC343BD9DEA,2726,FULL,CURRENT,False
ACC9F61C8800B,530,FULL,WALLET,False
ACCAA0CA4B7BC,507,FULL,SAVINGS,False
ACC5A4161DCFE,860,FULL,SAVINGS,False
ACC7B3B477DCA,2175,FULL,SAVINGS,False
ACC01DAD7207E,131,FULL,SAVINGS,False
ACCCD5B78BF5C,2706,FULL,WALLET,False
ACC650B07431E,843,FULL,CURRENT,False
ACC1F00C62DF4,1575,FULL,CURRENT,False
ACCFC5A615279,1742,FULL,SAVINGS,False
ACC6A69A5BFF8,1568,MINIMAL,SAVINGS,False
ACCC3F8A451FB,2825,FULL,CURRENT,False
ACCA02E8C3DED,1323,FULL,SAVINGS,False
ACCB6A970559E,408,MINIMAL,SAVINGS,False
ACC7A2C55046E,1044,FULL,SAVINGS,False
ACC7ECA0A3E7E,2025,FULL,SAVINGS,False
ACCF035959129,1718,FULL,WALLET,False
ACC1B9EBFCF8F,1169,FULL,SAVINGS,False
ACC1E1D3A2BBD,788,MINIMAL,SAVINGS,False
ACCEF7813C7A1,2506,FULL,SAVINGS,False
ACC7F9BE518AD,307,FULL,SAVINGS,False
ACCC7F8E613FF,1625,FULL,SAVINGS,False
ACC43D61D0C4B,161,MINIMAL,SAVINGS,False
ACCAA44ADD2E3,1090,FULL,SAVINGS,False
ACCA6386C97D1,431,FULL,SAVINGS,False
ACC4078FDBC2D,1226,FULL,CURRENT,False
ACCE987EA1938,1846,FULL,SAVINGS,False
ACC36C496A88E,1989,FULL,SAVINGS,False
ACC578EB01DC9,887,FULL,CURRENT,False
ACCE895B11673,1256,FULL,SAVINGS,False
ACCEBCD835EB4,2623,FULL,SAVINGS,False
ACC2C42D2916F,2233,FULL,SAVINGS,False
ACC16B96AB52A,2408,FULL,CURRENT,False
ACCAEC62D38D0,936,FULL,SAVINGS,False
ACCBBBE5DBF0D,1012,FULL,CURRENT,False
ACCB68A139FAD,157,MINIMAL,SAVINGS,False
ACC1B0E9C90FF,971,FULL,WALLET,False
ACC0CF496956E,2225,FULL,SAVINGS,False
ACC1023788E68,2121,FULL,CURRENT,False
ACC9539548D04,2821,FULL,SAVINGS,False
ACC57DCC3C11F,1697,FULL,WALLET,False
ACC0021D7DE59,271,FULL,SAVINGS,False
ACCC47653C9C2,1541,FULL,SAVINGS,False
ACC1777B39B34,2097,FULL,SAVINGS,False
ACCD80EA55C5C,33,FULL,SAVINGS,False
ACCC14B9DF372,240,FULL,CURRENT,False
ACC70396D7810,367,FULL,SAVINGS,False
ACC746A576367,2661,FULL,SAVINGS,False
ACC8339DFF086,1655,FULL,SAVINGS,False
ACCA0739013E3,509,FULL,WALLET,False
ACC88E4A2AF6F,1151,FULL,WALLET,False
ACC7B72915DF6,1121,FULL,CURRENT,False
ACCCFDC55E663,396,MINIMAL,SAVINGS,False
ACC7C8A1E60D4,676,FULL,SAVINGS,False
ACC6BC249F7D2,2460,FULL,SAVINGS,False
ACCC41408FDD8,1703,FULL,CURRENT,False
ACC3080D0F2FD,2463,FULL,SAVINGS,False
ACC518E8C8757,2943,FULL,SAVINGS,False
ACCC51D3F5099,2333,FULL,CURRENT,False
ACC908778C091,539,FULL,SAVINGS,False
ACCBE286D7D30,457,FULL,SAVINGS,False
ACC1E8192AEE7,1110,FULL,SAVINGS,False
ACCA03D234F06,980,FULL,CURRENT,False
ACC4F3BCB80A3,1654,FULL,SAVINGS,False
ACC35849A3CE3,840,FULL,CURRENT,False
ACCFBF1110291,1073,FULL,SAVINGS,False
ACC50C1B522AE,1192,FULL,CURRENT,False
ACC0DCA17DA35,263,MINIMAL,CURRENT,False
ACC92519D7206,1196,FULL,SAVINGS,False
ACC485F3CBC4B,1802,FULL,SAVINGS,False
ACC0BA549EFF2,770,FULL,SAVINGS,False
ACCCAD1DA2F1A,1373,FULL,WALLET,False
ACC4210EDF5EF,1141,FULL,SAVINGS,False
ACC78EBB5D3FE,1195,FULL,SAVINGS,False
ACCD80FFFD01C,1961,FULL,SAVINGS,False
ACC59572AA4C6,2468,FULL,SAVINGS,False
ACC08B9A642F8,1816,FULL,CURRENT,False
ACC158073A54D,2650,FULL,SAVINGS,False
ACCAB932C4C5B,297,FULL,CURRENT,False
ACCA9CB0C9090,1894,FULL,CURRENT,False
ACC9B0B5DAE8C,1427,FULL,SAVINGS,False
ACCB47E87AB11,1433,MINIMAL,WALLET,False
ACC7CFDD33F82,1102,FULL,SAVINGS,False
ACC78EEB1D2BC,295,FULL,SAVINGS,False
ACC9FD83BE6E1,1349,FULL,WALLET,False
ACC8BFA27A916,2001,MINIMAL,SAVINGS,False
ACC33767C03B4,1665,FULL,SAVINGS,False
ACC65C802EBB0,1137,FULL,SAVINGS,False
ACC8E1E727145,2642,FULL,SAVINGS,False
ACC7D36D9BB60,1125,FULL,SAVINGS,False
ACC4C636EE45A,1800,MINIMAL,SAVINGS,False
ACC26F6FD6B50,1313,FULL,SAVINGS,False
ACC2B35C37D54,1004,FULL,SAVINGS,False
ACC9A79AC2367,1508,FULL,SAVINGS,False
ACC9BA40AD73F,1701,FULL,CURRENT,False
ACC591B773E47,380,MINIMAL,SAVINGS,False
ACC0F675816D1,134,FULL,CURRENT,False
ACC99C1B35E15,841,FULL,SAVINGS,False
ACCF5E620975C,2657,FULL,SAVINGS,False
ACC40354F529C,718,MINIMAL,SAVINGS,False
ACC7245E51CAC,2328,FULL,CURRENT,False
ACCC2B7F217DC,1490,FULL,SAVINGS,False
ACCFD08660CAB,1490,FULL,SAVINGS,False
ACCEB836BF8C2,2078,FULL,CURRENT,False
ACCBD06EF6D3D,1902,FULL,SAVINGS,False
ACC450439862B,473,FULL,CURRENT,False
ACC698CACB2A5,2886,FULL,CURRENT,False
ACC301A526C08,1347,FULL,SAVINGS,False
ACCEB4A418622,2754,FULL,SAVINGS,False
ACC8A35FB9D31,1951,MINIMAL,SAVINGS,False
ACCE2322210FB,1334,FULL,WALLET,False
ACC5E9829E3D4,364,FULL,SAVINGS,False
ACCCE26B0C31A,1770,FULL,SAVINGS,False
ACC1DC5369E51,2287,FULL,SAVINGS,False
ACC122199BC5D,940,FULL,SAVINGS,False
ACC6EB8E715BB,2915,FULL,WALLET,False
ACC7869F1EBBD,2624,FULL,SAVINGS,False
ACC1FBA5B7DF8,1358,FULL,SAVINGS,False
ACCEA1BFABA32,1978,FULL,CURRENT,False
ACCD0AAF97258,2636,FULL,CURRENT,False
ACCD58D959713,1104,FULL,SAVINGS,False
ACC641615E8F0,464,MINIMAL,WALLET,False
ACCC86F62D72B,2849,FULL,SAVINGS,False
ACC487E63264D,2856,FULL,SAVINGS,False
ACC936EE116D3,1470,FULL,SAVINGS,False
ACCC5D3F69ED5,1089,FULL,SAVINGS,False
ACC4CA3DA8617,496,MINIMAL,WALLET,False
ACC7585B20173,2413,FULL,SAVINGS,False
ACC68D751B70F,953,FULL,SAVINGS,False
ACCC138568002,2733,FULL,SAVINGS,False
ACC1F414FE678,1438,FULL,SAVINGS,False
ACCF521B9804C,744,FULL,CURRENT,False
ACC17F9C7D651,2711,FULL,SAVINGS,False
ACCD1F6A93014,986,FULL,CURRENT,False
ACC80ACB16137,944,FULL,SAVINGS,False
ACC8C4F2FD555,1881,MINIMAL,SAVINGS,False
ACC0B99B827FD,2136,FULL,SAVINGS,False
ACC77197B76F2,1984,FULL,SAVINGS,False
